Ensembl Protein ID	HGNC symbol
ENSP00000225296	DHX33
ENSP00000225298	UTP18
ENSP00000225328	P2RX5
ENSP00000225371	EPX
ENSP00000225387	CRYBA1
ENSP00000225388	NUFIP2
ENSP00000225396	TADA2A
ENSP00000225402	AATF
ENSP00000225410	ZNHIT3
ENSP00000225426	PSMB3
ENSP00000225428	CWC25
ENSP00000225430	RPL19
ENSP00000225474	CSF3
ENSP00000225504	SUPT4H1
ENSP00000225512	WNT3
ENSP00000225519	SHPK
ENSP00000225525	TAX1BP3
ENSP00000225538	P2RX1
ENSP00000225550	KRT37
ENSP00000225567	GOSR2
ENSP00000225573	PNPO
ENSP00000225576	TVP23C
ENSP00000225577	RPS6KB1
ENSP00000225603	CBX1
ENSP00000225609	PIGL
ENSP00000225614	GALK1
ENSP00000225648	HOXB6
ENSP00000225655	PFN1
ENSP00000225665	SLC25A11
ENSP00000225688	RASD1
ENSP00000225696	NUP88
ENSP00000225698	C1QBP
ENSP00000225719	CPD
ENSP00000225724	GOSR1
ENSP00000225726	CCDC47
ENSP00000225728	MED31
ENSP00000225729	DRG2
ENSP00000225737	AKAP10
ENSP00000225740	ALDH3A1
ENSP00000225777	SYNGR2
ENSP00000225792	DDX5
ENSP00000225805	C17orf75
ENSP00000225823	ASIC2
ENSP00000225831	CCL2
ENSP00000225842	CCL1
ENSP00000225844	CCL13
ENSP00000225873	PEX12
ENSP00000225893	HNF1B
ENSP00000225899	KRT32
ENSP00000225916	KAT2A
ENSP00000225927	NAGLU
ENSP00000225929	HSD17B1
ENSP00000225941	ABI3
ENSP00000225964	COL1A1
ENSP00000225969	MRPL27
ENSP00000225972	LRRC59
ENSP00000225983	HDAC5
ENSP00000225992	PPY
ENSP00000226004	DUSP3
ENSP00000226021	CACNG1
ENSP00000226067	HLF
ENSP00000226091	EFNB3
ENSP00000226105	RANGRF
ENSP00000226193	RCVRN
ENSP00000226207	MYH1
ENSP00000226209	MYH3
ENSP00000226218	VTN
ENSP00000226218	SEBOX
ENSP00000226225	TNFAIP1
ENSP00000226230	TMEM97
ENSP00000226247	FOXN1
ENSP00000226253	ALDOC
ENSP00000226279	CD38
ENSP00000226284	IBSP
ENSP00000226299	LAP3
ENSP00000226317	CXCL6
ENSP00000226319	JADE1
ENSP00000226355	AFM
ENSP00000226359	AFP
ENSP00000226382	PHOX2B
ENSP00000226413	GNRHR
ENSP00000226432	CWH43
ENSP00000226444	SULT1E1
ENSP00000226460	SMR3A
ENSP00000226522	LAMTOR3
ENSP00000226524	PF4V1
ENSP00000226574	NFKB1
ENSP00000226578	MANBA
ENSP00000226725	KLHL2
ENSP00000226730	IL2
ENSP00000226760	WFS1
ENSP00000226796	GAR1
ENSP00000226798	FRG1
ENSP00000226840	AADAT
ENSP00000226951	CLNK
ENSP00000227065	FAM149A
ENSP00000227135	SPA17
ENSP00000227155	CD82
ENSP00000227163	SPI1
ENSP00000227251	CRYAB
ENSP00000227256	DBX1
ENSP00000227266	CTSC
ENSP00000227322	ZNF259
ENSP00000227348	CRTAM
ENSP00000227349	C11orf63
ENSP00000227378	HSPA8
ENSP00000227451	DTX4
ENSP00000227471	UNC93B1
ENSP00000227474	PUS3
ENSP00000227495	ST3GAL4
ENSP00000227507	CCND1
ENSP00000227520	CCDC86
ENSP00000227524	PRPF19
ENSP00000227525	TMEM109
ENSP00000227618	ANAPC15
ENSP00000227638	PANX1
ENSP00000227665	APOA5
ENSP00000227667	APOC3
ENSP00000227752	IL10RA
ENSP00000227756	GALNT18
ENSP00000227758	BIRC2
ENSP00000227868	PDHX
ENSP00000227880	SLC15A3
ENSP00000227918	SCGB2A2
ENSP00000228027	DGAT2
ENSP00000228136	C11orf58
ENSP00000228140	RPS13
ENSP00000228251	YBX3
ENSP00000228280	KITLG
ENSP00000228284	SART3
ENSP00000228289	ZNF268
ENSP00000228307	PXN
ENSP00000228318	SLC25A3
ENSP00000228347	POLR3B
ENSP00000228425	PPFIBP1
ENSP00000228434	CD69
ENSP00000228437	PRDM4
ENSP00000228438	CLEC2B
ENSP00000228468	ASIC1
ENSP00000228476	DAO
ENSP00000228495	KCTD10
ENSP00000228506	MLEC
ENSP00000228510	MVK
ENSP00000228515	CSRNP2
ENSP00000228534	IL23A
ENSP00000228567	SYT10
ENSP00000228606	CYP27B1
ENSP00000228641	MYF6
ENSP00000228644	MYF5
ENSP00000228682	GLI1
ENSP00000228705	PPM1H
ENSP00000228740	LTA4H
ENSP00000228741	ELK3
ENSP00000228799	ITFG2
ENSP00000228811	PRR4
ENSP00000228820	PARP11
ENSP00000228825	ARPC3
ENSP00000228827	GPN3
ENSP00000228837	FGF6
ENSP00000228841	MYL2
ENSP00000228843	RAD51AP1
ENSP00000228850	AKAP3
ENSP00000228862	DUSP16
ENSP00000228865	CREBL2
ENSP00000228872	CDKN1B
ENSP00000228887	GPRC5D
ENSP00000228916	SCNN1A
ENSP00000228918	LTBR
ENSP00000228928	OAS3
ENSP00000228936	ART4
ENSP00000228938	MGP
ENSP00000228945	ARHGDIB
ENSP00000228955	GTF2H3
ENSP00000229002	RERGL
ENSP00000229003	ENDOU
ENSP00000229022	VDR
ENSP00000229030	FZD10
ENSP00000229088	TBC1D30
ENSP00000229134	IL26
ENSP00000229135	IFNG
ENSP00000229179	NUP107
ENSP00000229195	CNOT2
ENSP00000229201	TIMELESS
ENSP00000229214	KRR1
ENSP00000229238	MRPL51
ENSP00000229239	GAPDH
ENSP00000229243	ACRBP
ENSP00000229251	COPS7A
ENSP00000229264	GNB3
ENSP00000229265	CDCA3
ENSP00000229266	CHPT1
ENSP00000229268	USP5
ENSP00000229277	ENO2
ENSP00000229281	C12orf57
ENSP00000229304	APOBEC1
ENSP00000229307	NANOG
ENSP00000229314	GOLT1B
ENSP00000229319	LDHB
ENSP00000229328	PRKAB1
ENSP00000229329	CMAS
ENSP00000229330	HCFC2
ENSP00000229332	CLEC4A
ENSP00000229335	AICDA
ENSP00000229340	RAB35
ENSP00000229379	COX6A1
ENSP00000229384	GATC
ENSP00000229390	SRSF9
ENSP00000229395	FGFR1OP2
ENSP00000229402	KLRB1
ENSP00000229416	GCLC
ENSP00000229554	RSPH4A
ENSP00000229563	TMEM14C
ENSP00000229570	SMIM8
ENSP00000229595	ASF1A
ENSP00000229633	HINT3
ENSP00000229708	ULBP1
ENSP00000229725	NEU1
ENSP00000229729	SLC44A4
ENSP00000229758	FBXO5
ENSP00000229769	FANCE
ENSP00000229771	TULP1
ENSP00000229794	MAPK14
ENSP00000229812	STK38
ENSP00000229829	HLA-DOA
ENSP00000229854	MCM3
ENSP00000229903	SAYSD1
ENSP00000229922	CAP2
ENSP00000229955	GPR63
ENSP00000229971	FBXL4
ENSP00000230012	HDGFL1
ENSP00000230036	GPLD1
ENSP00000230048	ACOT13
ENSP00000230050	RPS12
ENSP00000230053	B3GAT2
ENSP00000230056	GMNN
ENSP00000230085	SNX3
ENSP00000230099	TRIM38
ENSP00000230122	ZBTB24
ENSP00000230124	FIG4
ENSP00000230221	OR14J1
ENSP00000230223	OR5V1
ENSP00000230236	HSD17B8
ENSP00000230256	UNC93A
ENSP00000230301	C6orf118
ENSP00000230321	MDFI
ENSP00000230323	TFEB
ENSP00000230340	BYSL
ENSP00000230354	TBP
ENSP00000230361	GUCA1B
ENSP00000230381	PRPH2
ENSP00000230419	PTK7
ENSP00000230431	DNPH1
ENSP00000230449	EXOC2
ENSP00000230459	COX7A2
ENSP00000230510	TTK
ENSP00000230538	LAMA4
ENSP00000230565	ENPP5
ENSP00000230568	LY86
ENSP00000230582	PRSS16
ENSP00000230588	MEP1A
ENSP00000230640	SKIV2L2
ENSP00000230658	ISL1
ENSP00000230671	SLC6A7
ENSP00000230732	POU4F3
ENSP00000230771	HARS2
ENSP00000230792	NUDT12
ENSP00000230859	PAPD7
ENSP00000230882	GHR
ENSP00000230895	DAP
ENSP00000230990	HBEGF
ENSP00000231004	LOX
ENSP00000231009	GZMK
ENSP00000231021	CDH9
ENSP00000231061	SPARC
ENSP00000231121	HAND1
ENSP00000231130	PCDHB3
ENSP00000231134	PCDHB5
ENSP00000231136	PCDHB6
ENSP00000231137	PCDHB7
ENSP00000231173	PCDHB15
ENSP00000231188	GRM6
ENSP00000231198	THG1L
ENSP00000231228	IL12B
ENSP00000231238	TTC1
ENSP00000231357	IRX4
ENSP00000231368	LNPEP
ENSP00000231420	AGXT2
ENSP00000231449	IL4
ENSP00000231454	IL5
ENSP00000231461	ST8SIA4
ENSP00000231484	PCDH12
ENSP00000231487	SKP1
ENSP00000231498	NUP155
ENSP00000231509	NR3C1
ENSP00000231512	C5orf15
ENSP00000231524	TRIM23
ENSP00000231572	RARS
ENSP00000231656	CDX1
ENSP00000231668	BNIP1
ENSP00000231706	SLC7A14
ENSP00000231721	SEMA3G
ENSP00000231749	ZMYND10
ENSP00000231751	LTF
ENSP00000231790	MLH1
ENSP00000231887	EHHADH
ENSP00000231948	CRBN
ENSP00000232003	HRG
ENSP00000232014	BCL6
ENSP00000232217	RBP2
ENSP00000232219	RBP1
ENSP00000232375	PFKFB4
ENSP00000232424	HES1
ENSP00000232458	ECT2
ENSP00000232461	GNAT1
ENSP00000232496	TUSC2
ENSP00000232501	NPRL2
ENSP00000232508	CYB561D2
ENSP00000232519	C3orf14
ENSP00000232564	GNB4
ENSP00000232603	MORC1
ENSP00000232607	UMPS
ENSP00000232744	ABTB1
ENSP00000232766	KLHL18
ENSP00000232854	HEMK1
ENSP00000232888	RRP9
ENSP00000232892	AADAC
ENSP00000232905	EIF1B
ENSP00000232975	TNNC1
ENSP00000232978	NKTR
ENSP00000233025	SPCS1
ENSP00000233027	NEK4
ENSP00000233047	TMEM159
ENSP00000233055	WDFY1
ENSP00000233057	EIF2AK2
ENSP00000233078	DAZAP1
ENSP00000233084	DDX1
ENSP00000233099	HEATR5B
ENSP00000233114	MDH1
ENSP00000233121	MAPRE3
ENSP00000233143	TMSB10
ENSP00000233146	MSH2
ENSP00000233154	NCK2
ENSP00000233156	TFPI
ENSP00000233190	NDUFS1
ENSP00000233202	SLC11A1
ENSP00000233242	APOB
ENSP00000233331	INO80B
ENSP00000233336	TTL
ENSP00000233379	FAHD2A
ENSP00000233468	
ENSP00000233535	SLC30A3
ENSP00000233545	MPV17
ENSP00000233557	NRBP1
ENSP00000233575	SNX17
ENSP00000233596	REEP6
ENSP00000233607	APC2
ENSP00000233615	WBP1
ENSP00000233616	MOGS
ENSP00000233623	TTC31
ENSP00000233627	NDUFS7
ENSP00000233630	PCGF1
ENSP00000233638	TLX2
ENSP00000233668	DOK1
ENSP00000233710	ACADL
ENSP00000233712	EVA1A
ENSP00000233714	LANCL1
ENSP00000233735	REG1A
ENSP00000233809	IGFBP2
ENSP00000233813	IGFBP5
ENSP00000233826	KCNJ13
ENSP00000233838	GGCX
ENSP00000233840	NEU2
ENSP00000233893	HSPE1
ENSP00000233944	PRKAG3
ENSP00000233946	IL1R1
ENSP00000233948	WNT6
ENSP00000233954	IL1RL1
ENSP00000233957	IL18R1
ENSP00000233969	SLC9A2
ENSP00000233997	AZU1
ENSP00000234038	PPP1R7
ENSP00000234040	PASK
ENSP00000234071	PROC
ENSP00000234091	ID2
ENSP00000234111	ODC1
ENSP00000234142	GREB1
ENSP00000234160	GORASP2
ENSP00000234170	CEBPZ
ENSP00000234179	PRKD3
ENSP00000234195	RMDN2
ENSP00000234198	DLX2
ENSP00000234256	SLC1A4
ENSP00000234296	ORC2
ENSP00000234301	COX7A2L
ENSP00000234310	PPP3R1
ENSP00000234313	PLEK
ENSP00000234347	PRTN3
ENSP00000234371	KISS1R
ENSP00000234389	GRIN3B
ENSP00000234392	VAX2
ENSP00000234396	ATP6V1B1
ENSP00000234420	MSH6
ENSP00000234453	PLEKHA3
ENSP00000234454	SPR
ENSP00000234488	CLCN6
ENSP00000234590	ENO1
ENSP00000234626	CDC7
ENSP00000234677	SARS
ENSP00000234701	CLCA1
ENSP00000234739	BCL9
ENSP00000234798	TPSG1
ENSP00000234800	SLC35E2B
ENSP00000234816	ANGPTL1
ENSP00000234827	TCEANC2
ENSP00000234831	TMEM59
ENSP00000234961	OPRD1
ENSP00000235090	WDR77
ENSP00000235180	DLGAP3
ENSP00000235307	C1orf21
ENSP00000235310	MAD2L2
ENSP00000235329	MFN2
ENSP00000235332	MIIP
ENSP00000235345	SLC35D1
ENSP00000235347	PRAMEF10
ENSP00000235349	PRAMEF4
ENSP00000235372	PRDM2
ENSP00000235382	RGS2
ENSP00000235521	WARS2
ENSP00000235628	NT5C1A
ENSP00000235835	AKR7A2
ENSP00000235932	RAB7L1
ENSP00000235933	CD160
ENSP00000236051	EBNA1BP2
ENSP00000236067	ATP6V0B
ENSP00000236137	SLC19A2
ENSP00000236147	SELL
ENSP00000236166	FMO6P
ENSP00000236192	VAMP4
ENSP00000236255	GRHL3
ENSP00000236273	SYF2
ENSP00000236495	SLC5A9
ENSP00000236671	CTSD
ENSP00000236709	A4GNT
ENSP00000236826	MMP8
ENSP00000236850	APOA1
ENSP00000236877	SLC8A2
ENSP00000236938	FCRLA
ENSP00000236957	EEF1B2
ENSP00000236959	ATIC
ENSP00000236979	TNP1
ENSP00000236980	FASTKD2
ENSP00000237014	TTR
ENSP00000237172	FILIP1
ENSP00000237186	UBE3D
ENSP00000237201	SPACA1
ENSP00000237264	TBPL1
ENSP00000237275	ZC2HC1B
ENSP00000237281	FBXO30
ENSP00000237283	ADAT2
ENSP00000237289	TNFAIP3
ENSP00000237316	TCF21
ENSP00000237353	PMFBP1
ENSP00000237380	MED28
ENSP00000237455	RNF103
ENSP00000237500	MYL12B
ENSP00000237527	GHRH
ENSP00000237530	RPN2
ENSP00000237596	PKD2
ENSP00000237612	ABCG2
ENSP00000237642	FAM47E-STBD1
ENSP00000237654	CCNI
ENSP00000237696	RARRES1
ENSP00000237822	C2orf43
ENSP00000237837	FGF23
ENSP00000237853	ELL2
ENSP00000237858	GLRX
ENSP00000237889	NDUFB3
ENSP00000237937	ZFAND5
ENSP00000238044	C2orf40
ENSP00000238081	YWHAQ
ENSP00000238112	CPSF3
ENSP00000238146	DDX55
ENSP00000238156	CCDC92
ENSP00000238256	FKBP15
ENSP00000238341	CNTRL
ENSP00000238379	HDHD3
ENSP00000238497	VPS4B
ENSP00000238508	SERPINB10
ENSP00000238558	GSC
ENSP00000238561	ADCK1
ENSP00000238607	PGF
ENSP00000238609	IFI27L2
ENSP00000238616	NEK9
ENSP00000238618	ACYP1
ENSP00000238628	IFT43
ENSP00000238633	NPC2
ENSP00000238647	IRF2BPL
ENSP00000238651	ACOT2
ENSP00000238667	FLVCR2
ENSP00000238682	TGFB3
ENSP00000238686	ZC2HC1C
ENSP00000238688	SLIRP
ENSP00000238699	GPR68
ENSP00000238714	PAPOLG
ENSP00000238721	TP53I3
ENSP00000238738	RHOQ
ENSP00000238788	TMEM214
ENSP00000238789	ATAD2B
ENSP00000238823	FAM98A
ENSP00000238831	YIPF4
ENSP00000238855	AFTPH
ENSP00000238875	LGALSL
ENSP00000238892	CRIPT
ENSP00000238918	BAI3
ENSP00000238936	TMEM180
ENSP00000238983	LIPF
ENSP00000238994	PPP1R3C
ENSP00000239027	HELLS
ENSP00000239032	PRLHR
ENSP00000239125	C10orf95
ENSP00000239144	HOXB8
ENSP00000239151	HOXB5
ENSP00000239165	HOXB7
ENSP00000239223	DUSP1
ENSP00000239231	PANK3
ENSP00000239243	MSX2
ENSP00000239316	INSL4
ENSP00000239347	IFNA7
ENSP00000239367	LRP11
ENSP00000239374	CCDC170
ENSP00000239440	ARAP3
ENSP00000239444	PCDHB8
ENSP00000239446	PCDHB10
ENSP00000239449	PCDHB14
ENSP00000239450	PCDHB12
ENSP00000239451	SLC25A2
ENSP00000239462	TNN
ENSP00000239587	TTLL2
ENSP00000239614	MSANTD2
ENSP00000239666	PDZD11
ENSP00000239690	NUDCD1
ENSP00000239761	MRC1
ENSP00000239830	CCDC77
ENSP00000239849	TNFSF11
ENSP00000239859	CCDC169
ENSP00000239878	UFM1
ENSP00000239882	ELF1
ENSP00000239891	ALG5
ENSP00000239906	FAM53C
ENSP00000239926	MYOT
ENSP00000239938	EGR1
ENSP00000239940	PFN2
ENSP00000239944	SERP1
ENSP00000240050	MTERFD3
ENSP00000240055	NFYB
ENSP00000240079	CCDC53
ENSP00000240093	FZD3
ENSP00000240100	DUSP4
ENSP00000240123	SORBS3
ENSP00000240132	CHRNA2
ENSP00000240139	PPP3CC
ENSP00000240159	RNF170
ENSP00000240185	TARDBP
ENSP00000240189	PRAMEF2
ENSP00000240285	RDH10
ENSP00000240304	LUC7L3
ENSP00000240306	DLX4
ENSP00000240316	COIL
ENSP00000240327	SPOP
ENSP00000240328	TBX2
ENSP00000240333	SLC35B1
ENSP00000240335	TBX4
ENSP00000240364	FAM117A
ENSP00000240423	NCAPH
ENSP00000240488	MND1
ENSP00000240499	ZNF141
ENSP00000240587	TSHZ3
ENSP00000240615	TAS2R8
ENSP00000240617	PLBD1
ENSP00000240618	KLRK1
ENSP00000240619	TAS2R10
ENSP00000240651	PYROXD1
ENSP00000240652	IAPP
ENSP00000240662	KCNJ8
ENSP00000240687	TAS2R7
ENSP00000240691	TAS2R9
ENSP00000240719	ZNF549
ENSP00000240731	ZNF211
ENSP00000240851	TFG
ENSP00000240874	KALRN
ENSP00000240922	NAA50
ENSP00000240986	GJA8
ENSP00000241014	MAPK8IP1
ENSP00000241041	PEX16
ENSP00000241051	DEPDC7
ENSP00000241052	CAT
ENSP00000241071	FBXO24
ENSP00000241124	GJB6
ENSP00000241125	GJA3
ENSP00000241256	GHSR
ENSP00000241261	TNFSF10
ENSP00000241274	SLITRK3
ENSP00000241305	CPXM2
ENSP00000241312	CSMD2
ENSP00000241337	GSTM2
ENSP00000241416	ACVR2A
ENSP00000241436	POLK
ENSP00000241453	FLT3
ENSP00000241463	RASL11A
ENSP00000241502	FYTTD1
ENSP00000241527	MTERFD2
ENSP00000241600	MRPS2
ENSP00000241651	MYOG
ENSP00000241802	HLA-DQA2
ENSP00000241808	PRM2
ENSP00000242057	AHR
ENSP00000242067	BBS9
ENSP00000242104	OCM
ENSP00000242108	EEPD1
ENSP00000242109	KIAA0087
ENSP00000242152	NPY
ENSP00000242159	HOXA7
ENSP00000242208	INHBA
ENSP00000242209	FKBP9
ENSP00000242210	NT5C3A
ENSP00000242248	POLM
ENSP00000242249	RAMP3
ENSP00000242257	FTSJ2
ENSP00000242261	TWIST1
ENSP00000242275	SLC25A51
ENSP00000242285	CLTA
ENSP00000242315	KIAA1045
ENSP00000242317	DNAI1
ENSP00000242338	CNTFR
ENSP00000242351	ZC3HAV1
ENSP00000242365	KIAA1549
ENSP00000242375	AKR1D1
ENSP00000242462	NEUROG3
ENSP00000242465	SRGN
ENSP00000242480	EGR2
ENSP00000242505	FAM149B1
ENSP00000242576	UNG
ENSP00000242577	DYNLL1
ENSP00000242591	IFT81
ENSP00000242592	ACADS
ENSP00000242719	RNF11
ENSP00000242728	BHLHE41
ENSP00000242770	STX10
ENSP00000242776	DDX39A
ENSP00000242784	C19orf43
ENSP00000242786	CD97
ENSP00000242796	WDR83
ENSP00000242804	ZNF442
ENSP00000242810	KLHL24
ENSP00000242819	CCDC70
ENSP00000242827	EBPL
ENSP00000242839	ATP7B
ENSP00000242872	CENPK
ENSP00000242994	NEUROD4
ENSP00000243045	ORMDL2
ENSP00000243050	NR4A1
ENSP00000243052	PDE1B
ENSP00000243056	HOXC13
ENSP00000243077	LRP1
ENSP00000243082	HOXC11
ENSP00000243103	HOXC12
ENSP00000243108	HOXC6
ENSP00000243167	FAAH
ENSP00000243189	C1orf63
ENSP00000243213	IL13RA2
ENSP00000243222	COL10A1
ENSP00000243253	SEC61A1
ENSP00000243286	TCEAL3
ENSP00000243297	H2BFM
ENSP00000243298	RAB9B
ENSP00000243314	MAGEA9B
ENSP00000243326	RIF1
ENSP00000243344	TTC21B
ENSP00000243346	NMI
ENSP00000243347	TNFAIP6
ENSP00000243349	ACVR1C
ENSP00000243389	SLC36A1
ENSP00000243440	BATF3
ENSP00000243457	KCNJ2
ENSP00000243501	PLA2G12A
ENSP00000243563	SNRPA
ENSP00000243578	B9D2
ENSP00000243611	C4BPB
ENSP00000243639	ZNF468
ENSP00000243643	ZNF415
ENSP00000243662	RAB38
ENSP00000243673	GPR83
ENSP00000243706	HAUS3
ENSP00000243776	CHPF
ENSP00000243786	INHA
ENSP00000243878	ENKD1
ENSP00000243896	SLC35C2
ENSP00000243903	ACTR5
ENSP00000243911	MC3R
ENSP00000243913	GCNT7
ENSP00000243914	CTCFL
ENSP00000243918	SYS1
ENSP00000243924	PI3
ENSP00000243938	WFDC3
ENSP00000243997	ATP5E
ENSP00000244007	PLCG1
ENSP00000244020	SRSF6
ENSP00000244040	RAB22A
ENSP00000244043	PTGIS
ENSP00000244050	SNAI1
ENSP00000244051	MOCS3
ENSP00000244061	RNF114
ENSP00000244096	MAGEA10
ENSP00000244137	PEPD
ENSP00000244174	IL9R
ENSP00000244204	NAGK
ENSP00000244217	MCEE
ENSP00000244221	PAIP2B
ENSP00000244227	SNRNP27
ENSP00000244230	MPHOSPH10
ENSP00000244241	IL17C
ENSP00000244289	LIPE
ENSP00000244296	PSG1
ENSP00000244314	IRGC
ENSP00000244333	LYPD3
ENSP00000244336	CEACAM8
ENSP00000244360	RNF39
ENSP00000244426	FBXO9
ENSP00000244458	PACSIN1
ENSP00000244496	RRP36
ENSP00000244513	BTN1A1
ENSP00000244519	BTN3A3
ENSP00000244520	SNRPC
ENSP00000244527	SLC17A1
ENSP00000244533	ABCC10
ENSP00000244534	HIST1H1D
ENSP00000244537	HIST1H4G
ENSP00000244565	UNC5CL
ENSP00000244571	AARS2
ENSP00000244573	HIST1H1A
ENSP00000244576	ZNF391
ENSP00000244601	HIST1H2BG
ENSP00000244623	OR2B6
ENSP00000244625	TBCC
ENSP00000244661	HIST1H3B
ENSP00000244669	APOBEC2
ENSP00000244709	TREM1
ENSP00000244711	MEA1
ENSP00000244728	COL21A1
ENSP00000244741	CDKN1A
ENSP00000244745	SOX4
ENSP00000244751	CPNE5
ENSP00000244763	SSR1
ENSP00000244766	NRN1
ENSP00000244769	ATXN1
ENSP00000244869	EREG
ENSP00000244926	SCGB1D2
ENSP00000244930	SCGB2A1
ENSP00000245046	EMC3
ENSP00000245105	SH3TC1
ENSP00000245121	KATNAL2
ENSP00000245157	BBS2
ENSP00000245185	MT2A
ENSP00000245206	GOT2
ENSP00000245222	SPHK2
ENSP00000245255	PIWIL1
ENSP00000245304	RAP2A
ENSP00000245312	SLC10A2
ENSP00000245323	EFNB2
ENSP00000245407	SLC22A5
ENSP00000245414	IRF1
ENSP00000245441	NIN
ENSP00000245451	BMP4
ENSP00000245457	PTGER2
ENSP00000245479	SOX9
ENSP00000245503	MYH2
ENSP00000245539	MRPS7
ENSP00000245541	GGA3
ENSP00000245543	ARMC7
ENSP00000245544	NUP85
ENSP00000245551	MIF4GD
ENSP00000245552	NT5C
ENSP00000245564	MSTO1
ENSP00000245615	MBOAT7
ENSP00000245663	ZBTB46
ENSP00000245680	SLC35F5
ENSP00000245787	INSIG2
ENSP00000245796	PSD4
ENSP00000245810	PSPN
ENSP00000245812	ALKBH7
ENSP00000245816	CLPP
ENSP00000245817	TNFSF9
ENSP00000245838	THOC2
ENSP00000245903	CD70
ENSP00000245907	C3
ENSP00000245908	SH2D3A
ENSP00000245912	TNFSF14
ENSP00000245919	FOSB
ENSP00000245923	RTN2
ENSP00000245925	EML2
ENSP00000245932	VASP
ENSP00000245934	SYMPK
ENSP00000245957	C20orf26
ENSP00000245960	CDC25B
ENSP00000245983	GNRH2
ENSP00000246006	CD93
ENSP00000246012	CST8
ENSP00000246020	CSTL1
ENSP00000246024	TMX4
ENSP00000246032	STK35
ENSP00000246041	AP5S1
ENSP00000246062	MKKS
ENSP00000246069	DSTN
ENSP00000246070	LAMP5
ENSP00000246071	SNRPB2
ENSP00000246080	TCF15
ENSP00000246081	OTOR
ENSP00000246090	BANF2
ENSP00000246100	FAM110A
ENSP00000246104	SCRT2
ENSP00000246105	DEFB129
ENSP00000246112	TLE6
ENSP00000246115	S1PR4
ENSP00000246117	NCLN
ENSP00000246151	PITHD1
ENSP00000246166	FNTB
ENSP00000246174	ARMCX5
ENSP00000246186	MMP24
ENSP00000246190	NECAB3
ENSP00000246194	RALY
ENSP00000246229	PLAGL2
ENSP00000246337	UROD
ENSP00000246421	SLC35E2
ENSP00000246515	SLURP1
ENSP00000246529	LRFN3
ENSP00000246532	IGFLR1
ENSP00000246533	CAPNS1
ENSP00000246535	PDCD2L
ENSP00000246548	UBA2
ENSP00000246549	FFAR2
ENSP00000246551	HCST
ENSP00000246553	FFAR1
ENSP00000246554	COX6B1
ENSP00000246635	KRT13
ENSP00000246646	KRT38
ENSP00000246657	CCR7
ENSP00000246662	KRT9
ENSP00000246672	NR1D1
ENSP00000246747	ARL2
ENSP00000246785	BCL2L12
ENSP00000246792	RRAS
ENSP00000246794	PRRG2
ENSP00000246801	TSKS
ENSP00000246802	GLTSCR2
ENSP00000246841	FLRT1
ENSP00000246868	SBDS
ENSP00000246891	CSN1S1
ENSP00000246895	STATH
ENSP00000246896	HTN1
ENSP00000246912	MLX
ENSP00000246914	WNK4
ENSP00000246949	DNASE1
ENSP00000246957	TRAP1
ENSP00000247001	SUGP1
ENSP00000247003	DDX49
ENSP00000247005	GDF1
ENSP00000247020	SDF2
ENSP00000247026	NSRP1
ENSP00000247087	AHDC1
ENSP00000247138	SLC35A2
ENSP00000247153	CFP
ENSP00000247161	ELK1
ENSP00000247170	DAAM1
ENSP00000247178	ATG14
ENSP00000247182	SIX1
ENSP00000247191	DLGAP5
ENSP00000247194	L3HYPDH
ENSP00000247207	HSPA2
ENSP00000247219	TBPL2
ENSP00000247225	SGPP1
ENSP00000247226	PLEKHG3
ENSP00000247270	EVI2A
ENSP00000247271	OMG
ENSP00000247291	AIF1L
ENSP00000247306	CTAG2
ENSP00000247461	CANX
ENSP00000247470	PYCARD
ENSP00000247584	HIVEP3
ENSP00000247655	COX7C
ENSP00000247665	PHPT1
ENSP00000247668	TRAF2
ENSP00000247706	ABHD8
ENSP00000247815	HELB
ENSP00000247829	TSPAN8
ENSP00000247843	YEATS4
ENSP00000247866	NDUFB2
ENSP00000247879	TAS2R3
ENSP00000247881	TAS2R4
ENSP00000247883	TAS2R5
ENSP00000247930	ZNF777
ENSP00000247933	IDUA
ENSP00000247956	ZNF317
ENSP00000247970	PIN1
ENSP00000247977	FBXL12
ENSP00000247986	KIF17
ENSP00000247992	PLA2G2C
ENSP00000248041	CYP4F11
ENSP00000248058	OR7A10
ENSP00000248070	EPS15L1
ENSP00000248071	KLF2
ENSP00000248072	OR7C2
ENSP00000248073	OR7C1
ENSP00000248076	F2RL3
ENSP00000248089	HCFC1R1
ENSP00000248098	HN1L
ENSP00000248114	GFER
ENSP00000248121	SYNGR3
ENSP00000248139	RAB40C
ENSP00000248150	GNG13
ENSP00000248244	TICAM1
ENSP00000248248	MON1B
ENSP00000248306	METTL25
ENSP00000248342	EIF3K
ENSP00000248378	EMC6
ENSP00000248384	OR1E2
ENSP00000248420	CACTIN
ENSP00000248437	TUBA4A
ENSP00000248444	VIL1
ENSP00000248450	AAMP
ENSP00000248553	HSPB1
ENSP00000248564	GNG11
ENSP00000248566	SHFM1
ENSP00000248572	GNGT1
ENSP00000248594	PTPN12
ENSP00000248598	FGL2
ENSP00000248600	STYXL1
ENSP00000248633	PEX1
ENSP00000248643	MTERF
ENSP00000248668	LRFN1
ENSP00000248673	ZFP36
ENSP00000248701	SPINK2
ENSP00000248706	RASL11B
ENSP00000248846	TUBGCP6
ENSP00000248879	DGCR6L
